OBJECTID;ID;OPL_G;POINT_X;POINT_Y;NEAR_FID;NEAR_DIST;NEAR_X;NEAR_Y
7501;7501;3232;37.567243;55.846703;1473;0.003101;37.565444;55.844177
7502;7502;2725;37.566893;55.847558;1473;0.003679;37.565444;55.844177
7503;7503;4269;37.565575;55.847269;1473;0.003095;37.565444;55.844177
7504;7504;3483;37.562561;55.856602;1539;0.004068;37.566444;55.857818
7505;7505;2437;37.566289;55.848001;1473;0.003916;37.565444;55.844177
7506;7506;3470;37.562737;55.855983;1539;0.004135;37.566444;55.857818
7507;7507;3394;37.557169;55.860272;760;0.002746;37.55682;55.862997
7508;7508;3993;37.565225;55.847708;1473;0.003538;37.565444;55.844177
7509;7509;6702;37.560772;55.858009;1539;0.005674;37.566444;55.857818
7510;7510;5408;37.559351;55.858507;760;0.005153;37.55682;55.862997
7511;7511;4096;37.55848;55.859435;760;0.003929;37.55682;55.862997
7512;7512;4047;37.559212;55.859639;760;0.004122;37.55682;55.862997
7513;7513;6734;37.555605;55.860465;760;0.002807;37.55682;55.862997
7514;7514;1567;37.541442;55.885733;1588;0.00435;37.537393;55.887324
7515;7515;4390;37.541137;55.89558;615;0.003232;37.537906;55.895488
7516;7516;1611;37.541478;55.884867;1953;0.00464;37.537129;55.886484
7517;7517;6921;37.541439;55.891236;1850;0.001442;37.539997;55.891197
7518;7518;5144;37.540435;55.891734;1850;0.000693;37.539997;55.891197
7519;7519;1629;37.541362;55.893903;1849;0.002049;37.539944;55.892424
7520;7520;5292;37.539569;55.895394;615;0.001666;37.537906;55.895488
7521;7521;7022;37.541496;55.88872;1850;0.002895;37.539997;55.891197
7522;7522;2887;37.542132;55.895572;1849;0.003834;37.539944;55.892424
7523;7523;2660;37.540744;55.887969;1850;0.003312;37.539997;55.891197
7524;7524;3512;37.540904;55.896478;615;0.003158;37.537906;55.895488
7525;7525;7203;37.54239;55.896352;615;0.004567;37.537906;55.895488
7526;7526;7067;37.542271;55.897568;615;0.004835;37.537906;55.895488
7527;7527;7165;37.541238;55.897085;615;0.003695;37.537906;55.895488
7528;7528;4041;37.557299;55.861034;760;0.00202;37.55682;55.862997
7529;7529;3639;37.566572;55.8439;1473;0.001162;37.565444;55.844177
7530;7530;14813;37.541996;55.893909;1849;0.002533;37.539944;55.892424
7531;7531;2405;37.541699;55.885303;1953;0.00472;37.537129;55.886484
7532;7532;3631;37.542921;55.876344;305;0.001586;37.541594;55.875476
7533;7533;3623;37.542014;55.876196;305;0.000834;37.541594;55.875476
7534;7534;3638;37.541108;55.876031;305;0.000737;37.541594;55.875476
7535;7535;3468;37.541159;55.882208;1953;0.005875;37.537129;55.886484
7536;7536;3968;37.541598;55.882587;1953;0.005929;37.537129;55.886484
7537;7537;6894;37.540616;55.88907;1850;0.002214;37.539997;55.891197
7538;7538;4229;37.541542;55.884424;1953;0.004869;37.537129;55.886484
7539;7539;3618;37.543831;55.87651;305;0.002465;37.541594;55.875476
7540;7540;1377;37.541442;55.886082;1588;0.004235;37.537393;55.887324
7541;7541;2085;37.54156;55.886546;1588;0.004239;37.537393;55.887324
7542;7542;2636;37.540773;55.886585;1588;0.00346;37.537393;55.887324
7543;7543;3720;37.541548;55.887249;1588;0.004156;37.537393;55.887324
7544;7544;2988;37.539961;55.887271;1588;0.002569;37.537393;55.887324
7545;7545;2207;37.541509;55.887954;1850;0.003578;37.539997;55.891197
7546;7546;3679;37.541392;55.883502;1953;0.005202;37.537129;55.886484
7547;7547;16710;37.571811;55.828227;1384;0.00469;37.575163;55.824946
7548;7548;7183;37.568689;55.829964;1289;0.003499;37.570072;55.83318
7549;7549;2250;37.571928;55.823133;1384;0.003707;37.575163;55.824946
7550;7550;2549;37.571203;55.823661;1342;0.003797;37.567427;55.824062
7551;7551;14349;37.571273;55.824345;1342;0.003856;37.567427;55.824062
7552;7552;10449;37.570697;55.827321;1342;0.004617;37.567427;55.824062
7553;7553;2245;37.572412;55.821947;1384;0.004068;37.575163;55.824946
7554;7554;3455;37.57478;55.838154;575;0.004392;37.573567;55.842376
7555;7555;3243;37.572134;55.821383;1384;0.004675;37.575163;55.824946
7556;7556;2720;37.57381;55.838436;575;0.003947;37.573567;55.842376
7557;7557;3607;37.570562;55.82864;1289;0.004565;37.570072;55.83318
7558;7558;3404;37.573856;55.839045;575;0.003343;37.573567;55.842376
7559;7559;2536;37.574793;55.839312;575;0.003299;37.573567;55.842376
7560;7560;1924;37.57554;55.839553;575;0.003443;37.573567;55.842376
7561;7561;13771;37.569506;55.828902;1289;0.004315;37.570072;55.83318
7562;7562;7231;37.568799;55.827279;1342;0.003497;37.567427;55.824062
7563;7563;3756;37.573691;55.813865;1913;0.002012;37.574341;55.811961
7564;7564;7210;37.545698;55.869316;788;0.004309;37.542109;55.871702
7565;7565;3686;37.567507;55.843564;1473;0.002152;37.565444;55.844177
7566;7566;6828;37.578443;55.810704;1914;0.003491;37.575291;55.812206
7567;7567;9533;37.576543;55.811643;1914;0.001373;37.575291;55.812206
