"OBJECTID";"ADDRESS";"ID";"POINT_X";"POINT_Y";"OBJECTID_1";"IN_FID";"NEAR_FID";"NEAR_DIST";"NEAR_X";"NEAR_Y"
486;"Москва, Амурская ул, д.36";486;37,779781;55,812454;486;486;1362;0,000710;37,780015;55,811783
487;"Москва, Амурская ул, д.40";487;37,781820;55,812595;487;487;1362;0,001979;37,780015;55,811783
488;"Москва, Амурская ул, д.42";488;37,782548;55,812610;488;488;1362;0,002664;37,780015;55,811783
489;"Москва, Амурская ул, д.44, корп.1";489;37,783105;55,812965;489;489;1362;0,003308;37,780015;55,811783
490;"Москва, Амурская ул, д.44, корп.2";490;37,782942;55,811826;490;490;1362;0,002928;37,780015;55,811783
491;"Москва, Амурская ул, д.46";491;37,783680;55,812636;491;491;1362;0,003762;37,780015;55,811783
492;"Москва, Амурская ул, д.48";492;37,784407;55,812646;492;492;1362;0,004475;37,780015;55,811783
493;"Москва, Амурская ул, д.50, корп.1";493;37,784973;55,812970;493;493;955;0,004485;37,789415;55,812344
494;"Москва, Амурская ул, д.52";494;37,785539;55,812656;494;494;955;0,003888;37,789415;55,812344
495;"Москва, Амурская ул, д.52, корп.1";495;37,785063;55,811917;495;495;955;0,004372;37,789415;55,812344
496;"Москва, Амурская ул, д.54";496;37,785539;55,812656;496;496;955;0,003888;37,789415;55,812344
497;"Москва, Амурская ул, д.56";497;37,787668;55,812631;497;497;955;0,001770;37,789415;55,812344
498;"Москва, Амурская ул, д.58";498;37,787668;55,812631;498;498;955;0,001770;37,789415;55,812344
499;"Москва, Амурская ул, д.62, корп.1";499;37,791037;55,813076;499;499;955;0,001779;37,789415;55,812344
500;"Москва, Амурская ул, д.64";500;37,792286;55,812787;500;500;875;0,002031;37,792382;55,814816
501;"Москва, Амурская ул, д.66";501;37,792986;55,812793;501;501;875;0,002111;37,792382;55,814816
502;"Москва, Амурская ул, д.68";502;37,793669;55,812828;502;502;875;0,002368;37,792382;55,814816
503;"Москва, Амурская ул, д.70";503;37,794415;55,812813;503;503;875;0,002853;37,792382;55,814816
504;"Москва, Амурская ул, д.74";504;37,795178;55,812843;504;504;875;0,003422;37,792382;55,814816
505;"Москва, Амурская ул, д.76";505;37,796086;55,812762;505;505;875;0,004235;37,792382;55,814816
506;"Москва, Амурская ул, д.8";506;37,761258;55,806874;506;506;876;0,001488;37,759787;55,806644
507;"Москва, Байкальская ул, д.12, корп.1";507;37,789752;55,816364;507;507;2032;0,001804;37,791241;55,815344
508;"Москва, Байкальская ул, д.12, корп.2";508;37,789178;55,815782;508;508;2032;0,002108;37,791241;55,815344
509;"Москва, Байкальская ул, д.14, корп.1";509;37,790759;55,816025;509;509;2032;0,000834;37,791241;55,815344
510;"Москва, Байкальская ул, д.14, корп.2";510;37,791253;55,816414;510;510;2032;0,001070;37,791241;55,815344
511;"Москва, Байкальская ул, д.15";511;37,794073;55,817881;511;511;877;0,003226;37,794435;55,821087
512;"Москва, Байкальская ул, д.16, корп.1";512;37,792358;55,816379;512;512;2032;0,001522;37,791241;55,815344
513;"Москва, Байкальская ул, д.16, корп.2";513;37,792888;55,816101;513;513;875;0,001381;37,792382;55,814816
514;"Москва, Байкальская ул, д.16, корп.3";514;37,792915;55,815408;514;514;875;0,000796;37,792382;55,814816
515;"Москва, Байкальская ул, д.16, корп.4";515;37,791962;55,815868;515;515;2032;0,000891;37,791241;55,815344
516;"Москва, Байкальская ул, д.17, корп.1";516;37,795520;55,817441;516;516;877;0,003804;37,794435;55,821087
517;"Москва, Байкальская ул, д.17, корп.2";517;37,795520;55,817851;517;517;877;0,003413;37,794435;55,821087
518;"Москва, Байкальская ул, д.17, корп.3";518;37,795493;55,818255;518;518;877;0,003023;37,794435;55,821087
519;"Москва, Байкальская ул, д.17, корп.4";519;37,795502;55,818670;519;519;877;0,002642;37,794435;55,821087
520;"Москва, Байкальская ул, д.18, корп.1";520;37,794873;55,816434;520;520;875;0,002970;37,792382;55,814816
521;"Москва, Байкальская ул, д.18, корп.2";521;37,794217;55,815741;521;521;875;0,002054;37,792382;55,814816
522;"Москва, Байкальская ул, д.18, корп.3";522;37,795565;55,815767;522;522;875;0,003322;37,792382;55,814816
523;"Москва, Байкальская ул, д.18, корп.4";523;37,795026;55,814952;523;523;875;0,002647;37,792382;55,814816
524;"Москва, Бирюсинка ул, д.10";524;37,780491;55,811037;524;524;1362;0,000884;37,780015;55,811783
525;"Москва, Бирюсинка ул, д.11/38";525;37,781120;55,812605;525;525;1362;0,001377;37,780015;55,811783
526;"Москва, Бирюсинка ул, д.13, корп.1";526;37,781371;55,811902;526;526;1362;0,001361;37,780015;55,811783
527;"Москва, Бирюсинка ул, д.13, корп.2";527;37,782081;55,811917;527;527;1362;0,002070;37,780015;55,811783
528;"Москва, Бирюсинка ул, д.15, корп.1";528;37,781739;55,811219;528;528;1362;0,001813;37,780015;55,811783
529;"Москва, Бирюсинка ул, д.15, корп.2";529;37,782440;55,811235;529;529;1362;0,002486;37,780015;55,811783
530;"Москва, Иркутская ул, д.12/14";530;37,786150;55,821157;530;530;2032;0,007727;37,791241;55,815344
531;"Москва, Иркутская ул, д.16";531;37,785899;55,822366;531;531;877;0,008631;37,794435;55,821087
532;"Москва, Иркутская ул, д.17А, стр.1";532;37,784677;55,823545;532;532;877;0,010062;37,794435;55,821087
533;"Москва, Уральская ул, д.1";533;37,797819;55,811619;533;533;894;0,004287;37,801055;55,808806
534;"Москва, Уральская ул, д.1, корп.1";534;37,796427;55,811958;534;534;875;0,004952;37,792382;55,814816
535;"Москва, Уральская ул, д.11";535;37,797442;55,817588;535;535;877;0,004613;37,794435;55,821087
536;"Москва, Уральская ул, д.13";536;37,797047;55,818549;536;536;877;0,003641;37,794435;55,821087
537;"Москва, Уральская ул, д.15";537;37,795115;55,819939;537;537;877;0,001334;37,794435;55,821087
538;"Москва, Уральская ул, д.17";538;37,797370;55,820207;538;538;877;0,003064;37,794435;55,821087
539;"Москва, Уральская ул, д.19, корп.1";539;37,796921;55,821157;539;539;877;0,002487;37,794435;55,821087
540;"Москва, Уральская ул, д.19, корп.2";540;37,795915;55,821784;540;540;877;0,001636;37,794435;55,821087
541;"Москва, Уральская ул, д.19, корп.3";541;37,794891;55,821780;541;541;877;0,000829;37,794435;55,821087
542;"Москва, Уральская ул, д.19, корп.4";542;37,793857;55,821784;542;542;877;0,000905;37,794435;55,821087
543;"Москва, Уральская ул, д.23, корп.1";543;37,805365;55,823383;543;543;473;0,005210;37,808793;55,819459
544;"Москва, Уральская ул, д.23, корп.2";544;37,803874;55,824187;544;544;473;0,006822;37,808793;55,819459
545;"Москва, Уральская ул, д.23, корп.3";545;37,804790;55,824723;545;545;473;0,006613;37,808793;55,819459
546;"Москва, Уральская ул, д.23, корп.4";546;37,805814;55,825285;546;546;473;0,006543;37,808793;55,819459
547;"Москва, Уральская ул, д.3";547;37,797397;55,812747;547;547;894;0,005377;37,801055;55,808806
548;"Москва, Уральская ул, д.5";548;37,797667;55,814386;548;548;875;0,005302;37,792382;55,814816
549;"Москва, Уральская ул, д.7";549;37,797262;55,815564;549;549;875;0,004936;37,792382;55,814816
550;"Москва, Черницынский проезд, д.10, корп.1";550;37,788216;55,821259;550;550;877;0,006221;37,794435;55,821087
551;"Москва, Черницынский проезд, д.10, корп.2";551;37,787219;55,821907;551;551;877;0,007262;37,794435;55,821087
552;"Москва, Черницынский проезд, д.12";552;37,787174;55,821243;552;552;2032;0,007165;37,791241;55,815344
553;"Москва, Черницынский проезд, д.4";553;37,793984;55,819297;553;553;877;0,001845;37,794435;55,821087
554;"Москва, Черницынский проезд, д.6, корп.1";554;37,791729;55,821264;554;554;877;0,002711;37,794435;55,821087
555;"Москва, Черницынский проезд, д.6, корп.2";555;37,792825;55,821780;555;555;877;0,001752;37,794435;55,821087
556;"Москва, Черницынский проезд, д.8";556;37,789896;55,821239;556;556;877;0,004541;37,794435;55,821087
557;"Москва, Щёлковское шоссе, д.11";557;37,761348;55,805619;557;557;876;0,001867;37,759787;55,806644
558;"Москва, Щёлковское шоссе, д.13, корп.1";558;37,762758;55,806418;558;558;876;0,002979;37,759787;55,806644
559;"Москва, Щёлковское шоссе, д.15";559;37,764707;55,806520;559;559;40;0,004420;37,767692;55,803259
560;"Москва, Щёлковское шоссе, д.17, корп.1";560;37,766190;55,807304;560;560;40;0,004314;37,767692;55,803259
561;"Москва, Щёлковское шоссе, д.19";561;37,768148;55,807415;561;561;40;0,004180;37,767692;55,803259
562;"Москва, Щёлковское шоссе, д.21, корп.1";562;37,769594;55,808204;562;562;40;0,005298;37,767692;55,803259
563;"Москва, Щёлковское шоссе, д.21, корп.2";563;37,770942;55,808230;563;563;16;0,004483;37,775078;55,806500
564;"Москва, Щёлковское шоссе, д.25/15";564;37,776727;55,809697;564;564;1361;0,002463;37,778904;55,810849
565;"Москва, Щёлковское шоссе, д.27";565;37,777886;55,809934;565;565;1361;0,001368;37,778904;55,810849
566;"Москва, Щёлковское шоссе, д.29";566;37,780482;55,810218;566;566;1362;0,001633;37,780015;55,811783
567;"Москва, Щёлковское шоссе, д.31";567;37,782313;55,810547;567;567;1362;0,002610;37,780015;55,811783
568;"Москва, Щёлковское шоссе, д.33";568;37,783042;55,810273;568;568;1362;0,003382;37,780015;55,811783
569;"Москва, Щёлковское шоссе, д.35, корп.1";569;37,783913;55,810627;569;569;1362;0,004065;37,780015;55,811783
570;"Москва, Щёлковское шоссе, д.35, корп.2";570;37,783761;55,811270;570;570;1362;0,003780;37,780015;55,811783
571;"Москва, Щёлковское шоссе, д.37";571;37,784614;55,810643;571;571;1362;0,004738;37,780015;55,811783
572;"Москва, Щёлковское шоссе, д.39";572;37,784794;55,811199;572;572;955;0,004760;37,789415;55,812344
573;"Москва, Щёлковское шоссе, д.41";573;37,785369;55,810648;573;573;1113;0,004222;37,788295;55,807604
574;"Москва, Щёлковское шоссе, д.43, корп.1";574;37,786195;55,810698;574;574;955;0,003616;37,789415;55,812344
575;"Москва, Щёлковское шоссе, д.43, корп.2";575;37,786231;55,811346;575;575;955;0,003336;37,789415;55,812344
576;"Москва, Щёлковское шоссе, д.43, корп.2, стр.1";576;37,786231;55,811346;576;576;955;0,003336;37,789415;55,812344
577;"Москва, Щёлковское шоссе, д.43, корп.3";577;37,786851;55,811963;577;577;955;0,002592;37,789415;55,812344
578;"Москва, Щёлковское шоссе, д.45";578;37,787111;55,810344;578;578;1113;0,002984;37,788295;55,807604
579;"Москва, Щёлковское шоссе, д.47, корп.1";579;37,787866;55,810744;579;579;955;0,002226;37,789415;55,812344
580;"Москва, Щёлковское шоссе, д.47, корп.2";580;37,787713;55,811386;580;580;955;0,001953;37,789415;55,812344
581;"Москва, Щёлковское шоссе, д.47, корп.2, стр.1";581;37,787722;55,811998;581;581;955;0,001727;37,789415;55,812344
582;"Москва, Щёлковское шоссе, д.49";582;37,788585;55,810759;582;582;955;0,001789;37,789415;55,812344
583;"Москва, Щёлковское шоссе, д.51";583;37,788934;55,811482;583;583;955;0,000986;37,789415;55,812344
584;"Москва, Щёлковское шоссе, д.53";584;37,789420;55,810779;584;584;955;0,001565;37,789415;55,812344
585;"Москва, Щёлковское шоссе, д.55";585;37,790139;55,810799;585;585;955;0,001706;37,789415;55,812344
586;"Москва, Щёлковское шоссе, д.57, корп.1";586;37,791064;55,810450;586;586;955;0,002511;37,789415;55,812344
587;"Москва, Щёлковское шоссе, д.57, корп.2";587;37,790552;55,811467;587;587;955;0,001435;37,789415;55,812344
588;"Москва, Щёлковское шоссе, д.57, корп.3";588;37,791495;55,811553;588;588;955;0,002225;37,789415;55,812344
589;"Москва, Щёлковское шоссе, д.59";589;37,791810;55,810774;589;589;955;0,002863;37,789415;55,812344
590;"Москва, Щёлковское шоссе, д.61";590;37,793382;55,810607;590;590;875;0,004326;37,792382;55,814816
591;"Москва, Щёлковское шоссе, д.63";591;37,792834;55,811523;591;591;875;0,003323;37,792382;55,814816
592;"Москва, Щёлковское шоссе, д.69";592;37,794864;55,810597;592;592;301;0,004774;37,796661;55,806174
593;"Москва, Щёлковское шоссе, д.69, корп.1";593;37,795026;55,811493;593;593;875;0,004246;37,792382;55,814816
594;"Москва, Щёлковское шоссе, д.71, корп.1";594;37,795770;55,811022;594;594;301;0,004929;37,796661;55,806174
595;"Москва, Щёлковское шоссе, д.73";595;37,796418;55,811012;595;595;301;0,004844;37,796661;55,806174
596;"Москва, Щёлковское шоссе, д.9";596;37,759084;55,805012;596;596;876;0,001776;37,759787;55,806644
597;"Москва, 1-я Прядильная ул, д.16/31";597;37,781129;55,794634;597;597;973;0,001086;37,781189;55,793549
598;"Москва, 4-я Парковая ул, д.31/8";598;37,785099;55,795352;598;598;1129;0,002305;37,785321;55,797647
599;"Москва, 1-я Парковая ул, д.1/51";599;37,778209;55,788490;599;599;1162;0,001331;37,779514;55,788753
600;"Москва, 1-я Парковая ул, д.11";600;37,777553;55,790787;600;600;1162;0,002825;37,779514;55,788753
601;"Москва, 1-я Парковая ул, д.14";601;37,778110;55,791577;601;601;1162;0,003153;37,779514;55,788753
602;"Москва, 1-я Парковая ул, д.4";602;37,779089;55,789441;602;602;1162;0,000808;37,779514;55,788753
603;"Москва, 1-я Парковая ул, д.5-7";603;37,777311;55,789922;603;603;1162;0,002493;37,779514;55,788753
604;"Москва, 1-я Парковая ул, д.7";604;37,777526;55,789345;604;604;1162;0,002074;37,779514;55,788753
605;"Москва, 1-я Парковая ул, д.7А, корп.2";605;37,776682;55,789472;605;605;1162;0,002921;37,779514;55,788753
606;"Москва, 1-я Парковая ул, д.8";606;37,778676;55,790286;606;606;1162;0,001747;37,779514;55,788753
607;"Москва, 1-я Парковая ул, д.9, корп.2";607;37,776341;55,790170;607;607;1162;0,003475;37,779514;55,788753
608;"Москва, 1-я Парковая ул, д.9, корп.3";608;37,775873;55,790453;608;608;1162;0,004018;37,779514;55,788753
609;"Москва, 1-я Прядильная ул, д.10";609;37,779467;55,794173;609;609;973;0,001831;37,781189;55,793549
610;"Москва, 1-я Прядильная ул, д.11";610;37,780832;55,795241;610;610;973;0,001729;37,781189;55,793549
611;"Москва, 1-я Прядильная ул, д.12";611;37,780617;55,794416;611;611;973;0,001038;37,781189;55,793549
612;"Москва, 1-я Прядильная ул, д.14";612;37,781129;55,794634;612;612;973;0,001086;37,781189;55,793549
613;"Москва, 1-я Прядильная ул, д.3";613;37,777104;55,794376;613;613;1169;0,004067;37,773857;55,796826
614;"Москва, 1-я Прядильная ул, д.5";614;37,777877;55,794528;614;614;973;0,003453;37,781189;55,793549
615;"Москва, 1-я Прядильная ул, д.6";615;37,778164;55,794042;615;615;973;0,003064;37,781189;55,793549
616;"Москва, 1-я Прядильная ул, д.7";616;37,778676;55,794619;616;616;973;0,002731;37,781189;55,793549
617;"Москва, 1-я Прядильная ул, д.7А";617;37,777823;55,794872;617;617;973;0,003616;37,781189;55,793549
618;"Москва, 1-я Прядильная ул, д.8";618;37,778820;55,793606;618;618;973;0,002369;37,781189;55,793549
619;"Москва, 1-я Прядильная ул, д.9";619;37,780131;55,794846;619;619;973;0,001673;37,781189;55,793549
620;"Москва, 10-я Парковая ул, д.13/53";620;37,801682;55,798009;620;620;1194;0,001919;37,800820;55,796294
621;"Москва, 10-я Парковая ул, д.15";621;37,801682;55,798009;621;621;1194;0,001919;37,800820;55,796294
622;"Москва, 10-я Парковая ул, д.17";622;37,801646;55,798890;622;622;1194;0,002724;37,800820;55,796294
623;"Москва, 10-я Парковая ул, д.18";623;37,802553;55,798009;623;623;1194;0,002438;37,800820;55,796294
624;"Москва, 10-я Парковая ул, д.20";624;37,802949;55,798586;624;624;1194;0,003128;37,800820;55,796294
625;"Москва, 10-я Парковая ул, д.3";625;37,802013;55,794087;625;625;1195;0,001392;37,801584;55,795411
626;"Москва, 10-я Парковая ул, д.4";626;37,803074;55,794305;626;626;1195;0,001855;37,801584;55,795411
627;"Москва, 10-я Парковая ул, д.6";627;37,803425;55,794791;627;627;1195;0,001942;37,801584;55,795411
628;"Москва, 11-я Парковая ул, д.1/89, корп.1";628;37,806352;55,788550;628;628;218;0,005094;37,802662;55,792062
629;"Москва, 11-я Парковая ул, д.1/89, корп.2";629;37,805428;55,789062;629;629;218;0,004080;37,802662;55,792062
630;"Москва, 11-я Парковая ул, д.10";630;37,806129;55,790377;630;630;218;0,003854;37,802662;55,792062
631;"Москва, 11-я Парковая ул, д.14";631;37,806272;55,792407;631;631;1909;0,003366;37,806797;55,795732
632;"Москва, 11-я Парковая ул, д.19";632;37,805159;55,793915;632;632;1909;0,002446;37,806797;55,795732
633;"Москва, 11-я Парковая ул, д.21";633;37,805132;55,794583;633;633;1909;0,002022;37,806797;55,795732
634;"Москва, 11-я Парковая ул, д.25";634;37,804907;55,795707;634;634;1909;0,001890;37,806797;55,795732
635;"Москва, 11-я Парковая ул, д.29";635;37,804602;55,797372;635;635;1909;0,002740;37,806797;55,795732
636;"Москва, 11-я Парковая ул, д.3, корп.1";636;37,805347;55,789613;636;636;218;0,003634;37,802662;55,792062
637;"Москва, 11-я Парковая ул, д.3, корп.2";637;37,804251;55,789593;637;637;218;0,002936;37,802662;55,792062
638;"Москва, 11-я Парковая ул, д.31";638;37,804772;55,798449;638;638;1909;0,003388;37,806797;55,795732
639;"Москва, 11-я Парковая ул, д.37, корп.1";639;37,804656;55,800686;639;639;2144;0,004484;37,800345;55,801923
640;"Москва, 11-я Парковая ул, д.37, корп.2";640;37,803802;55,800676;640;640;2144;0,003675;37,800345;55,801923
641;"Москва, 11-я Парковая ул, д.37, корп.3";641;37,803065;55,800939;641;641;2144;0,002892;37,800345;55,801923
642;"Москва, 11-я Парковая ул, д.39, корп.1";642;37,804602;55,801349;642;642;2144;0,004295;37,800345;55,801923
643;"Москва, 11-я Парковая ул, д.39, корп.2";643;37,803765;55,801329;643;643;2144;0,003472;37,800345;55,801923
644;"Москва, 11-я Парковая ул, д.41, корп.1";644;37,804745;55,802022;644;644;2144;0,004401;37,800345;55,801923
645;"Москва, 11-я Парковая ул, д.41, корп.2";645;37,803110;55,801991;645;645;2144;0,002765;37,800345;55,801923
646;"Москва, 11-я Парковая ул, д.5, корп.1";646;37,805275;55,790347;646;646;218;0,003125;37,802662;55,792062
647;"Москва, 11-я Парковая ул, д.6";647;37,806183;55,789704;647;647;218;0,004237;37,802662;55,792062
648;"Москва, 11-я Парковая ул, д.7";648;37,805150;55,790879;648;648;218;0,002754;37,802662;55,792062
649;"Москва, 11-я Парковая ул, д.9/35";649;37,805230;55,792002;649;649;218;0,002568;37,802662;55,792062
650;"Москва, 2-я Парковая ул, д.11";650;37,779799;55,790190;650;650;1162;0,001464;37,779514;55,788753
651;"Москва, 2-я Парковая ул, д.12";651;37,781344;55,789957;651;651;1162;0,002190;37,779514;55,788753
652;"Москва, 2-я Парковая ул, д.13";652;37,780024;55,791132;652;652;1162;0,002433;37,779514;55,788753
653;"Москва, 2-я Парковая ул, д.16";653;37,781012;55,790681;653;653;1162;0,002441;37,779514;55,788753
654;"Москва, 2-я Парковая ул, д.18";654;37,781722;55,791061;654;654;973;0,002544;37,781189;55,793549
655;"Москва, 2-я Парковая ул, д.28";655;37,779970;55,793652;655;655;973;0,001223;37,781189;55,793549
656;"Москва, 2-я Парковая ул, д.4";656;37,781353;55,788748;656;656;1162;0,001839;37,779514;55,788753
657;"Москва, 2-я Парковая ул, д.6/8";657;37,781695;55,789263;657;657;1162;0,002240;37,779514;55,788753
658;"Москва, 2-я Парковая ул, д.9";658;37,780554;55,789871;658;658;1162;0,001526;37,779514;55,788753
659;"Москва, 2-я Прядильная ул, д.1";659;37,771310;55,795317;659;659;1170;0,002905;37,773543;55,797176
660;"Москва, 2-я Прядильная ул, д.10";660;37,780823;55,795691;660;660;973;0,002173;37,781189;55,793549
661;"Москва, 2-я Прядильная ул, д.3, корп.1";661;37,777967;55,795813;661;661;973;0,003937;37,781189;55,793549
662;"Москва, 2-я Прядильная ул, д.3, корп.2";662;37,776960;55,796131;662;662;1169;0,003179;37,773857;55,796826
663;"Москва, 2-я Прядильная ул, д.4";663;37,776889;55,795125;663;663;1169;0,003476;37,773857;55,796826
664;"Москва, 2-я Прядильная ул, д.5";664;37,778703;55,796025;664;664;973;0,003508;37,781189;55,793549
665;"Москва, 2-я Прядильная ул, д.6";665;37,778146;55,795307;665;665;973;0,003514;37,781189;55,793549
666;"Москва, 2-я Прядильная ул, д.7А";666;37,778937;55,796481;666;666;973;0,003697;37,781189;55,793549
667;"Москва, 2-я Прядильная ул, д.8";667;37,779449;55,795530;667;667;973;0,002636;37,781189;55,793549
668;"Москва, 2-я Прядильная ул, д.9";668;37,780661;55,796304;668;668;973;0,002805;37,781189;55,793549
669;"Москва, 3-я Парковая ул, д.10";669;37,784785;55,791157;669;669;973;0,004318;37,781189;55,793549
670;"Москва, 3-я Парковая ул, д.12";670;37,784057;55,791461;670;670;973;0,003547;37,781189;55,793549
671;"Москва, 3-я Парковая ул, д.14, корп.1";671;37,783797;55,791764;671;671;973;0,003160;37,781189;55,793549
672;"Москва, 3-я Парковая ул, д.14, корп.2";672;37,783815;55,792139;672;672;973;0,002980;37,781189;55,793549
673;"Москва, 3-я Парковая ул, д.20";673;37,783464;55,793773;673;673;973;0,002286;37,781189;55,793549
674;"Москва, 3-я Парковая ул, д.22";674;37,783213;55,794275;674;674;973;0,002150;37,781189;55,793549
675;"Москва, 3-я Парковая ул, д.24";675;37,783698;55,794948;675;675;973;0,002872;37,781189;55,793549
676;"Москва, 3-я Парковая ул, д.25";676;37,782152;55,793181;676;676;973;0,001031;37,781189;55,793549
677;"Москва, 3-я Парковая ул, д.26/2";677;37,783401;55,795889;677;677;1129;0,002603;37,785321;55,797647
678;"Москва, 3-я Парковая ул, д.27";678;37,782207;55,793738;678;678;973;0,001035;37,781189;55,793549
679;"Москва, 3-я Парковая ул, д.29";679;37,782171;55,794275;679;679;973;0,001221;37,781189;55,793549
680;"Москва, 3-я Парковая ул, д.30";680;37,783114;55,797296;680;680;1129;0,002234;37,785321;55,797647
681;"Москва, 3-я Парковая ул, д.31/16";681;37,782117;55,794745;681;681;973;0,001513;37,781189;55,793549
682;"Москва, 3-я Парковая ул, д.33";682;37,781713;55,795083;682;682;973;0,001621;37,781189;55,793549
683;"Москва, 3-я Парковая ул, д.34";683;37,782791;55,799780;683;683;2004;0,000893;37,783469;55,800362
684;"Москва, 3-я Парковая ул, д.34А";684;37,783509;55,800382;684;684;2004;0,000044;37,783469;55,800362
685;"Москва, 3-я Парковая ул, д.35";685;37,781650;55,796613;685;685;973;0,003098;37,781189;55,793549
686;"Москва, 3-я Парковая ул, д.36, корп.1";686;37,782755;55,800554;686;686;2004;0,000739;37,783469;55,800362
687;"Москва, 3-я Парковая ул, д.36, корп.2";687;37,784398;55,800327;687;687;2004;0,000929;37,783469;55,800362
688;"Москва, 3-я Парковая ул, д.36, корп.3";688;37,784237;55,800767;688;688;2004;0,000868;37,783469;55,800362
689;"Москва, 3-я Парковая ул, д.36, корп.4";689;37,784363;55,801212;689;689;2004;0,001233;37,783469;55,800362
690;"Москва, 3-я Парковая ул, д.37";690;37,781614;55,797751;690;690;2004;0,003202;37,783469;55,800362
691;"Москва, 3-я Парковая ул, д.38";691;37,782728;55,801900;691;691;2004;0,001707;37,783469;55,800362
692;"Москва, 3-я Парковая ул, д.38, корп.1";692;37,782889;55,801227;692;692;2004;0,001041;37,783469;55,800362
693;"Москва, 3-я Парковая ул, д.39, корп.1";693;37,781344;55,798824;693;693;2004;0,002623;37,783469;55,800362
694;"Москва, 3-я Парковая ул, д.39, корп.2";694;37,781129;55,798161;694;694;2004;0,003212;37,783469;55,800362
695;"Москва, 3-я Парковая ул, д.39, корп.3";695;37,780500;55,798637;695;695;2004;0,003433;37,783469;55,800362
696;"Москва, 3-я Парковая ул, д.39, корп.4";696;37,779700;55,798616;696;696;2004;0,004153;37,783469;55,800362
697;"Москва, 3-я Парковая ул, д.39, корп.5";697;37,778694;55,798752;697;697;893;0,004779;37,776908;55,803186
698;"Москва, 3-я Парковая ул, д.4";698;37,784686;55,788981;698;698;1162;0,005177;37,779514;55,788753
699;"Москва, 3-я Парковая ул, д.40";699;37,783159;55,803099;699;699;2004;0,002754;37,783469;55,800362
700;"Москва, 3-я Парковая ул, д.42, корп.1";700;37,782656;55,803742;700;700;2004;0,003476;37,783469;55,800362
701;"Москва, 3-я Парковая ул, д.42, корп.2";701;37,784255;55,803702;701;701;41;0,002865;37,786341;55,805667
702;"Москва, 3-я Парковая ул, д.42, корп.3";702;37,784955;55,804106;702;702;41;0,002087;37,786341;55,805667
703;"Москва, 3-я Парковая ул, д.44, корп.1";703;37,782620;55,804673;703;703;41;0,003851;37,786341;55,805667
704;"Москва, 3-я Парковая ул, д.44, корп.2";704;37,784228;55,804703;704;704;41;0,002322;37,786341;55,805667
705;"Москва, 3-я Парковая ул, д.46, корп.1";705;37,782683;55,805416;705;705;41;0,003666;37,786341;55,805667
706;"Москва, 3-я Парковая ул, д.46, корп.2";706;37,783437;55,805422;706;706;41;0,002914;37,786341;55,805667
707;"Москва, 3-я Парковая ул, д.46, корп.3";707;37,784183;55,805432;707;707;41;0,002170;37,786341;55,805667
708;"Москва, 3-я Парковая ул, д.46, корп.4";708;37,784731;55,805993;708;708;41;0,001642;37,786341;55,805667
709;"Москва, 3-я Парковая ул, д.46, корп.5";709;37,785189;55,806312;709;709;41;0,001320;37,786341;55,805667
710;"Москва, 3-я Парковая ул, д.46, корп.6";710;37,785665;55,806584;710;710;41;0,001140;37,786341;55,805667
711;"Москва, 3-я Парковая ул, д.48, корп.2";711;37,783392;55,806231;711;711;41;0,003002;37,786341;55,805667
712;"Москва, 3-я Парковая ул, д.50, корп.1";712;37,782620;55,807021;712;712;34;0,003206;37,779592;55,808077
713;"Москва, 3-я Парковая ул, д.50, корп.2";713;37,783365;55,807031;713;713;41;0,003273;37,786341;55,805667
714;"Москва, 3-я Парковая ул, д.50, корп.3";714;37,784110;55,807046;714;714;41;0,002621;37,786341;55,805667
715;"Москва, 3-я Парковая ул, д.52, корп.1";715;37,782494;55,807764;715;715;34;0,002918;37,779592;55,808077
716;"Москва, 3-я Парковая ул, д.52, корп.2";716;37,784093;55,807789;716;716;41;0,003091;37,786341;55,805667
717;"Москва, 3-я Парковая ул, д.54, корп.1";717;37,782458;55,808695;717;717;34;0,002931;37,779592;55,808077
718;"Москва, 3-я Парковая ул, д.54, корп.2";718;37,784057;55,808710;718;718;41;0,003804;37,786341;55,805667
719;"Москва, 3-я Парковая ул, д.59";719;37,780527;55,805957;719;719;34;0,002316;37,779592;55,808077
720;"Москва, 3-я Парковая ул, д.6";720;37,784641;55,789632;720;720;1162;0,005201;37,779514;55,788753
721;"Москва, 3-я Парковая ул, д.61";721;37,781416;55,806358;721;721;34;0,002506;37,779592;55,808077
722;"Москва, 3-я Парковая ул, д.63";722;37,781021;55,807587;722;722;34;0,001510;37,779592;55,808077
723;"Москва, 3-я Парковая ул, д.7/17";723;37,783671;55,790367;723;723;973;0,004035;37,781189;55,793549
724;"Москва, 3-я Парковая ул, д.8/19";724;37,784416;55,790494;724;724;973;0,004443;37,781189;55,793549
725;"Москва, 3-я Парковая ул, д.9";725;37,783096;55,791223;725;725;973;0,003007;37,781189;55,793549
726;"Москва, 3-я Прядильная ул, д.1";726;37,770196;55,798758;726;726;1170;0,003702;37,773543;55,797176
727;"Москва, 3-я Прядильная ул, д.10";727;37,773718;55,797807;727;727;1170;0,000654;37,773543;55,797176
728;"Москва, 3-я Прядильная ул, д.11";728;37,776062;55,797989;728;728;1169;0,002492;37,773857;55,796826
729;"Москва, 3-я Прядильная ул, д.13, корп.1";729;37,777284;55,797837;729;729;1169;0,003573;37,773857;55,796826
